lat,lon,weather_main,weather_description,temp,pressure,humidity,temp_min,temp_max,pressure_sea_level,pressure_grnd_level,wind_speed,wind_deg,cloudiness,rain_1h,rain_3h,snow_1h,snow_3h,country,sunrise,sunset,city_id,city_name,uv,date_iso,dt
5.44,100.31,Rain,light rain,297.68,1009.0,94.0,297.04,298.15,-1.0,-1.0,2.1,50.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.4,2019-07-23T12:00:00Z,1563914726
5.44,100.31,Rain,light rain,297.84,1009.0,94.0,297.04,298.15,-1.0,-1.0,2.1,50.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.4,2019-07-23T12:00:00Z,1563914126
5.44,100.31,Rain,light rain,298.15,1009.0,94.0,298.15,298.15,-1.0,-1.0,2.1,150.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.4,2019-07-23T12:00:00Z,1563917126
5.44,100.31,Rain,light rain,298.15,1009.0,94.0,298.15,298.15,-1.0,-1.0,2.1,150.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.4,2019-07-23T12:00:00Z,1563918326
5.44,100.31,Clouds,broken clouds,298.35,1010.0,88.0,298.15,299.15,-1.0,-1.0,2.1,170.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.4,2019-07-23T12:00:00Z,1563921326
5.44,100.31,Clouds,broken clouds,298.35,1010.0,88.0,298.15,299.15,-1.0,-1.0,2.1,170.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.4,2019-07-23T12:00:00Z,1563921326
5.44,100.31,Rain,light rain,298.15,1009.0,94.0,298.15,298.15,-1.0,-1.0,2.1,150.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.4,2019-07-23T12:00:00Z,1563917726
5.44,100.31,Clouds,broken clouds,298.36,1010.0,88.0,298.15,299.15,-1.0,-1.0,2.1,170.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.4,2019-07-23T12:00:00Z,1563920726
5.44,100.31,Rain,light rain,298.15,1009.0,94.0,298.15,298.15,-1.0,-1.0,2.1,150.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.4,2019-07-23T12:00:00Z,1563918326
5.44,100.31,Clouds,broken clouds,298.52,1010.0,88.0,298.15,299.15,-1.0,-1.0,2.1,180.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.4,2019-07-23T12:00:00Z,1563924926
5.44,100.31,Clouds,broken clouds,298.43,1010.0,88.0,298.15,299.15,-1.0,-1.0,2.1,180.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.4,2019-07-23T12:00:00Z,1563925526
5.44,100.31,Clouds,broken clouds,298.43,1010.0,88.0,298.15,299.15,-1.0,-1.0,2.1,180.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.4,2019-07-23T12:00:00Z,1563925526
5.44,100.31,Clouds,broken clouds,300.16,1012.0,74.0,299.82,301.15,-1.0,-1.0,2.1,190.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.13,2019-07-24T12:00:00Z,1563935726
5.44,100.31,Clouds,broken clouds,300.29,1012.0,74.0,299.82,301.15,-1.0,-1.0,2.1,190.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.13,2019-07-24T12:00:00Z,1563936326
5.44,100.31,Clouds,broken clouds,299.97,1012.0,83.0,299.82,300.15,-1.0,-1.0,2.1,120.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.13,2019-07-24T12:00:00Z,1563934526
5.44,100.31,Clouds,broken clouds,299.97,1012.0,83.0,299.82,300.15,-1.0,-1.0,2.1,120.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.13,2019-07-24T12:00:00Z,1563934526
5.44,100.31,Clouds,broken clouds,299.97,1012.0,83.0,299.82,300.15,-1.0,-1.0,2.1,120.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.13,2019-07-24T12:00:00Z,1563933926
5.44,100.31,Clouds,broken clouds,300.29,1012.0,74.0,299.82,301.15,-1.0,-1.0,2.1,190.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.13,2019-07-24T12:00:00Z,1563936326
5.44,100.31,Rain,light rain,301.78,1010.0,74.0,300.93,302.15,-1.0,-1.0,2.1,130.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563974726
5.44,100.31,Rain,light rain,302.09,1009.0,74.0,302.04,302.15,-1.0,-1.0,2.1,180.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563971126
5.44,100.31,Rain,light rain,302.1,1009.0,74.0,302.04,302.15,-1.0,-1.0,2.1,180.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563972326
5.44,100.31,Rain,light rain,301.58,1010.0,78.0,300.93,302.15,-1.0,-1.0,2.1,180.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563973526
5.44,100.31,Rain,light rain,302.1,1009.0,74.0,302.04,302.15,-1.0,-1.0,2.1,180.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563972326
5.44,100.31,Rain,light rain,302.09,1009.0,74.0,302.04,302.15,-1.0,-1.0,2.1,180.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563971126
5.44,100.31,Rain,light rain,301.58,1010.0,78.0,300.93,302.15,-1.0,-1.0,2.1,180.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563973526
5.44,100.31,Rain,light rain,301.77,1010.0,74.0,300.93,302.15,-1.0,-1.0,2.1,130.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563975326
5.44,100.31,Rain,light rain,301.77,1010.0,74.0,300.93,302.15,-1.0,-1.0,2.1,130.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563975326
5.44,100.31,Rain,light rain,300.27,1012.0,88.0,299.15,301.15,-1.0,-1.0,2.1,80.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563982309
5.44,100.31,Rain,light rain,300.27,1012.0,88.0,299.15,301.15,-1.0,-1.0,2.1,80.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563981926
5.44,100.31,Rain,light rain,300.49,1012.0,88.0,299.15,301.15,-1.0,-1.0,2.1,80.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563983126
5.44,100.31,Rain,light rain,300.49,1012.0,88.0,299.15,301.15,-1.0,-1.0,2.1,80.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563983126
5.44,100.31,Clouds,broken clouds,298.15,1011.0,94.0,298.15,298.15,-1.0,-1.0,2.6,130.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.13,2019-07-24T12:00:00Z,1563929726
5.44,100.31,Clouds,broken clouds,298.15,1011.0,94.0,298.15,298.15,-1.0,-1.0,2.6,130.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.13,2019-07-24T12:00:00Z,1563930715
5.44,100.31,Clouds,broken clouds,298.15,1011.0,94.0,298.15,298.15,-1.0,-1.0,2.6,130.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.13,2019-07-24T12:00:00Z,1563930326
5.44,100.31,Clouds,broken clouds,298.15,1011.0,94.0,298.15,298.15,-1.0,-1.0,2.6,130.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.13,2019-07-24T12:00:00Z,1563930715
5.44,100.31,Clouds,broken clouds,299.01,1011.0,78.0,298.15,300.15,-1.0,-1.0,2.6,160.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.13,2019-07-24T12:00:00Z,1563932726
5.44,100.31,Clouds,broken clouds,298.77,1011.0,78.0,298.15,300.15,-1.0,-1.0,2.6,160.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.13,2019-07-24T12:00:00Z,1563932126
5.44,100.31,Clouds,broken clouds,299.01,1011.0,78.0,298.15,300.15,-1.0,-1.0,2.6,160.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.13,2019-07-24T12:00:00Z,1563932726
5.44,100.31,Clouds,broken clouds,300.82,1012.0,79.0,299.82,302.15,-1.0,-1.0,2.6,120.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563940526
5.44,100.31,Clouds,broken clouds,301.54,1012.0,79.0,300.93,302.15,-1.0,-1.0,2.6,120.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563941126
5.44,100.31,Clouds,broken clouds,301.54,1012.0,79.0,300.93,302.15,-1.0,-1.0,2.6,120.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563941655
5.44,100.31,Clouds,broken clouds,302.38,1011.0,66.0,300.93,304.15,-1.0,-1.0,2.6,250.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563942326
5.44,100.31,Clouds,broken clouds,302.37,1011.0,66.0,300.93,304.15,-1.0,-1.0,2.6,250.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563942663
5.44,100.31,Clouds,broken clouds,302.37,1011.0,66.0,300.93,304.15,-1.0,-1.0,2.6,250.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563942663
5.44,100.31,Clouds,broken clouds,302.42,1008.0,74.0,302.04,303.15,-1.0,-1.0,2.6,200.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563963926
5.44,100.31,Clouds,broken clouds,302.1,1008.0,74.0,302.04,302.15,-1.0,-1.0,2.6,200.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563965126
5.44,100.31,Clouds,broken clouds,302.42,1008.0,74.0,302.04,303.15,-1.0,-1.0,2.6,200.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563963926
5.44,100.31,Clouds,broken clouds,302.09,1008.0,70.0,302.04,302.15,-1.0,-1.0,2.6,220.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563966926
5.44,100.31,Clouds,broken clouds,302.09,1008.0,70.0,302.04,302.15,-1.0,-1.0,2.6,220.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563966926
5.44,100.31,Clouds,broken clouds,302.1,1008.0,74.0,302.04,302.15,-1.0,-1.0,2.6,200.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563965126
5.44,100.31,Clouds,broken clouds,302.09,1008.0,70.0,302.04,302.15,-1.0,-1.0,2.6,220.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563966326
5.44,100.31,Clouds,broken clouds,301.47,1011.0,88.0,300.15,302.04,-1.0,-1.0,2.6,90.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563978926
5.44,100.31,Rain,light rain,301.61,1011.0,79.0,300.93,302.15,-1.0,-1.0,2.6,170.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563976526
5.44,100.31,Clouds,broken clouds,301.47,1011.0,88.0,300.15,302.04,-1.0,-1.0,2.6,90.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563978926
5.44,100.31,Rain,light rain,302.09,1011.0,79.0,302.04,302.15,-1.0,-1.0,2.6,170.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563977095
5.44,100.31,Clouds,broken clouds,301.46,1011.0,88.0,300.15,302.04,-1.0,-1.0,2.6,90.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563978326
5.44,100.31,Rain,light rain,302.09,1011.0,79.0,302.04,302.15,-1.0,-1.0,2.6,170.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563977726
5.44,100.31,Rain,light rain,298.15,1009.0,94.0,298.15,298.15,-1.0,-1.0,3.1,260.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.4,2019-07-23T12:00:00Z,1563915926
5.44,100.31,Rain,light rain,298.15,1009.0,94.0,298.15,298.15,-1.0,-1.0,3.1,260.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.4,2019-07-23T12:00:00Z,1563915926
5.44,100.31,Rain,light rain,297.66,1009.0,94.0,297.04,298.15,-1.0,-1.0,3.1,260.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.4,2019-07-23T12:00:00Z,1563915326
5.44,100.31,Clouds,broken clouds,298.45,1010.0,94.0,298.15,299.15,-1.0,-1.0,3.1,210.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.4,2019-07-23T12:00:00Z,1563922526
5.44,100.31,Clouds,broken clouds,298.55,1010.0,94.0,298.15,299.15,-1.0,-1.0,3.1,210.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.4,2019-07-23T12:00:00Z,1563923726
5.44,100.31,Clouds,broken clouds,298.55,1010.0,94.0,298.15,299.15,-1.0,-1.0,3.1,210.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.4,2019-07-23T12:00:00Z,1563923726
5.44,100.31,Clouds,broken clouds,298.45,1010.0,94.0,298.15,299.15,-1.0,-1.0,3.1,210.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.4,2019-07-23T12:00:00Z,1563922526
5.44,100.31,Clouds,broken clouds,300.71,1012.0,78.0,299.82,301.15,-1.0,-1.0,3.1,210.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563939326
5.44,100.31,Clouds,broken clouds,300.71,1012.0,78.0,299.82,301.15,-1.0,-1.0,3.1,210.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563939326
5.44,100.31,Clouds,broken clouds,302.09,1009.0,74.0,302.04,302.15,-1.0,-1.0,3.1,210.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563968126
5.44,100.31,Clouds,broken clouds,302.09,1009.0,74.0,302.04,302.15,-1.0,-1.0,3.1,210.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563968126
5.44,100.31,Clouds,broken clouds,301.25,1011.0,83.0,300.15,302.04,-1.0,-1.0,3.1,100.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563980126
5.44,100.31,Clouds,broken clouds,300.48,1011.0,83.0,299.82,301.15,-1.0,-1.0,3.1,100.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563980726
5.44,100.31,Clouds,broken clouds,300.48,1011.0,83.0,299.82,301.15,-1.0,-1.0,3.1,100.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563980726
5.44,100.31,Clouds,broken clouds,298.53,1010.0,88.0,298.15,299.15,-1.0,-1.0,3.6,150.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.13,2019-07-24T12:00:00Z,1563928526
5.44,100.31,Clouds,broken clouds,298.53,1010.0,88.0,298.15,299.15,-1.0,-1.0,3.6,150.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.13,2019-07-24T12:00:00Z,1563928526
5.44,100.31,Clouds,broken clouds,303.95,1009.0,70.0,303.71,304.15,-1.0,-1.0,3.6,210.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563954926
5.44,100.31,Clouds,broken clouds,303.91,1009.0,70.0,303.71,304.15,-1.0,-1.0,3.6,210.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563955526
5.44,100.31,Clouds,broken clouds,303.32,1008.0,70.0,303.15,303.71,-1.0,-1.0,3.6,210.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563960326
5.44,100.31,Clouds,broken clouds,303.55,1008.0,70.0,303.15,304.15,-1.0,-1.0,3.6,220.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563959126
5.44,100.31,Clouds,broken clouds,303.55,1008.0,70.0,303.15,304.15,-1.0,-1.0,3.6,220.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563959126
5.44,100.31,Clouds,broken clouds,303.91,1009.0,70.0,303.71,304.15,-1.0,-1.0,3.6,210.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563955526
5.44,100.31,Clouds,broken clouds,303.32,1008.0,70.0,303.15,303.71,-1.0,-1.0,3.6,210.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563960926
5.44,100.31,Clouds,broken clouds,302.64,1008.0,74.0,302.04,303.15,-1.0,-1.0,3.6,210.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563962726
5.44,100.31,Clouds,broken clouds,302.64,1008.0,74.0,302.04,303.15,-1.0,-1.0,3.6,210.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563962726
5.44,100.31,Clouds,broken clouds,303.15,1008.0,70.0,303.15,303.15,-1.0,-1.0,3.6,210.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563961526
5.44,100.31,Clouds,broken clouds,303.15,1008.0,70.0,303.15,303.15,-1.0,-1.0,3.6,210.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563961526
5.44,100.31,Clouds,broken clouds,303.15,1010.0,74.0,303.15,303.15,-1.0,-1.0,5.7,210.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563948926
5.44,100.31,Clouds,broken clouds,303.15,1010.0,74.0,303.15,303.15,-1.0,-1.0,5.7,210.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563948182
5.44,100.31,Clouds,broken clouds,303.15,1010.0,74.0,303.15,303.15,-1.0,-1.0,5.7,210.0,75.0,-1,-1,-1,-1,MY,1563923615,1563968194,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563948926
5.44,100.31,Clouds,broken clouds,299.44,1011.0,94.0,298.15,300.15,-1.0,-1.0,4.75,108.18,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563993926
5.44,100.31,Clouds,broken clouds,299.04,1011.0,94.0,298.15,300.15,-1.0,-1.0,4.75,108.18,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563992726
5.44,100.31,Clouds,broken clouds,299.04,1011.0,94.0,298.15,300.15,-1.0,-1.0,4.75,108.18,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1563993326
5.44,100.31,Clouds,broken clouds,298.52,1010.0,94.0,298.15,299.15,-1.0,-1.0,4.29,106.713,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1564007126
5.44,100.31,Clouds,broken clouds,298.52,1010.0,94.0,298.15,299.15,-1.0,-1.0,4.29,106.713,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1564007126
5.44,100.31,Clouds,broken clouds,298.51,1009.0,88.0,298.15,299.15,-1.0,-1.0,4.29,106.713,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1564006413
5.44,100.31,Clouds,broken clouds,298.68,1010.0,94.0,298.15,299.15,-1.0,-1.0,3.41,115.303,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1564008326
5.44,100.31,Clouds,broken clouds,298.65,1009.0,88.0,298.15,299.15,-1.0,-1.0,4.29,106.713,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1564005326
5.44,100.31,Clouds,broken clouds,298.51,1009.0,88.0,298.15,299.15,-1.0,-1.0,4.29,106.713,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1564005926
5.44,100.31,Clouds,broken clouds,298.51,1010.0,88.0,298.15,299.15,-1.0,-1.0,3.41,115.303,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1564009526
5.44,100.31,Clouds,broken clouds,298.51,1011.0,88.0,298.15,299.15,-1.0,-1.0,2.39,72.807,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.02,2019-07-25T12:00:00Z,1564013126
5.44,100.31,Clouds,broken clouds,298.68,1010.0,94.0,298.15,299.15,-1.0,-1.0,3.41,115.303,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1564008326
5.44,100.31,Clouds,broken clouds,298.65,1011.0,88.0,298.15,299.15,-1.0,-1.0,2.39,72.807,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1564012526
5.44,100.31,Clouds,broken clouds,298.51,1010.0,88.0,298.15,299.15,-1.0,-1.0,3.41,115.303,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1564010126
5.44,100.31,Clouds,broken clouds,298.51,1010.0,88.0,298.15,299.15,-1.0,-1.0,3.41,115.303,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.22,2019-07-24T12:00:00Z,1564010126
5.44,100.31,Clouds,broken clouds,299.02,1012.0,88.0,298.15,300.15,-1.0,-1.0,2.39,72.807,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.02,2019-07-25T12:00:00Z,1564016726
5.44,100.31,Clouds,broken clouds,298.51,1011.0,88.0,298.15,299.15,-1.0,-1.0,2.39,72.807,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.02,2019-07-25T12:00:00Z,1564013126
5.44,100.31,Clouds,broken clouds,299.02,1012.0,88.0,298.15,300.15,-1.0,-1.0,2.39,72.807,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.02,2019-07-25T12:00:00Z,1564016726
5.44,100.31,Clouds,broken clouds,303.32,1009.0,70.0,303.15,303.71,-1.0,-1.0,2.22,60.441,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.27,2019-07-25T12:00:00Z,1564053926
5.44,100.31,Clouds,broken clouds,303.15,1009.0,70.0,303.15,303.15,-1.0,-1.0,1.68,92.186,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.27,2019-07-25T12:00:00Z,1564055126
5.44,100.31,Clouds,broken clouds,303.15,1009.0,70.0,303.15,303.15,-1.0,-1.0,1.68,92.186,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.27,2019-07-25T12:00:00Z,1564055126
5.44,100.31,Clouds,broken clouds,303.32,1009.0,70.0,303.15,303.71,-1.0,-1.0,2.22,60.441,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.27,2019-07-25T12:00:00Z,1564054531
5.44,100.31,Rain,light rain,302.64,1010.0,74.0,302.04,303.15,-1.0,-1.0,1.68,92.186,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.27,2019-07-25T12:00:00Z,1564060526
5.44,100.31,Rain,light rain,302.4,1010.0,74.0,302.04,303.15,-1.0,-1.0,1.68,92.186,75.0,-1,-1,-1,-1,MY,1564010023,1564054590,1741550,Tanjung Tokong,12.27,2019-07-25T12:00:00Z,1564059326
