"","ds","y"
"774",2019-07-17 01:15:00,0
"775",2019-07-17 01:30:00,54
"776",2019-07-17 01:45:00,0
"777",2019-07-17 02:00:00,71
"778",2019-07-17 02:15:00,0
"779",2019-07-17 02:30:00,0
"780",2019-07-17 02:45:00,0
"781",2019-07-17 03:00:00,0
"782",2019-07-17 03:15:00,0
"783",2019-07-17 03:30:00,0
"784",2019-07-17 03:45:00,0
"785",2019-07-17 04:00:00,0
"786",2019-07-17 04:15:00,0
"787",2019-07-17 04:30:00,0
"788",2019-07-17 04:45:00,10
"789",2019-07-17 05:00:00,0
"790",2019-07-17 05:15:00,0
"791",2019-07-17 05:30:00,0
"792",2019-07-17 05:45:00,0
"793",2019-07-17 06:00:00,0
"794",2019-07-17 06:15:00,0
"795",2019-07-17 06:30:00,0
"796",2019-07-17 06:45:00,0
"797",2019-07-17 07:00:00,0
"798",2019-07-17 07:15:00,0
"799",2019-07-17 07:30:00,4
"800",2019-07-17 07:45:00,0
"801",2019-07-17 08:00:00,0
"802",2019-07-17 08:15:00,0
"803",2019-07-17 08:30:00,16
"804",2019-07-17 08:45:00,0
"805",2019-07-17 09:00:00,18
"806",2019-07-17 09:15:00,131
"807",2019-07-17 09:30:00,200
"808",2019-07-17 09:45:00,232
"809",2019-07-17 10:00:00,48
"810",2019-07-17 10:15:00,197
"811",2019-07-17 10:30:00,102
"812",2019-07-17 10:45:00,187
"813",2019-07-17 11:00:00,196
"814",2019-07-17 11:15:00,198
"815",2019-07-17 11:30:00,381
"816",2019-07-17 11:45:00,124
"817",2019-07-17 12:00:00,40
"818",2019-07-17 12:15:00,0
"819",2019-07-17 12:30:00,0
"820",2019-07-17 12:45:00,12
"821",2019-07-17 13:00:00,0
"822",2019-07-17 13:15:00,0
"823",2019-07-17 13:30:00,18
"824",2019-07-17 13:45:00,384
"825",2019-07-17 14:00:00,0
"826",2019-07-17 14:15:00,4
"827",2019-07-17 14:30:00,0
"828",2019-07-17 14:45:00,0
"829",2019-07-17 15:00:00,0
"830",2019-07-17 15:15:00,10
"831",2019-07-17 15:30:00,239
"832",2019-07-17 15:45:00,100
"833",2019-07-17 16:00:00,35
"834",2019-07-17 16:15:00,14
"835",2019-07-17 16:30:00,68
"836",2019-07-17 16:45:00,336
"837",2019-07-17 17:00:00,359
"838",2019-07-17 17:15:00,809
"839",2019-07-17 17:30:00,137
"840",2019-07-17 17:45:00,10
"841",2019-07-17 18:00:00,4
"842",2019-07-17 18:15:00,730
"843",2019-07-17 18:30:00,1067
"844",2019-07-17 18:45:00,288
"845",2019-07-17 19:00:00,51
"846",2019-07-17 19:15:00,0
"847",2019-07-17 19:30:00,157
"848",2019-07-17 19:45:00,0
"849",2019-07-17 20:00:00,48
"850",2019-07-17 20:15:00,0
"851",2019-07-17 20:30:00,6
"852",2019-07-17 20:45:00,10
"853",2019-07-17 21:00:00,0
"854",2019-07-17 21:15:00,0
"855",2019-07-17 21:30:00,38
"856",2019-07-17 21:45:00,38
"857",2019-07-17 22:00:00,194
"858",2019-07-17 22:15:00,0
"859",2019-07-17 22:30:00,0
"860",2019-07-17 22:45:00,0
"861",2019-07-17 23:00:00,0
"862",2019-07-17 23:15:00,0
"863",2019-07-17 23:30:00,0
"864",2019-07-17 23:45:00,0
"865",2019-07-18 00:00:00,11
"866",2019-07-18 00:15:00,13
"867",2019-07-18 00:30:00,0
"868",2019-07-18 00:45:00,0
"869",2019-07-18 01:00:00,0
"870",2019-07-18 01:15:00,0
"871",2019-07-18 01:30:00,0
"872",2019-07-18 01:45:00,0
"873",2019-07-18 02:00:00,0
"874",2019-07-18 02:15:00,0
"875",2019-07-18 02:30:00,0
"876",2019-07-18 02:45:00,0
"877",2019-07-18 03:00:00,0
"878",2019-07-18 03:15:00,0
"879",2019-07-18 03:30:00,0
"880",2019-07-18 03:45:00,0
"881",2019-07-18 04:00:00,0
"882",2019-07-18 04:15:00,0
"883",2019-07-18 04:30:00,0
"884",2019-07-18 04:45:00,0
"885",2019-07-18 05:00:00,0
"886",2019-07-18 05:15:00,0
"887",2019-07-18 05:30:00,0
"888",2019-07-18 05:45:00,0
"889",2019-07-18 06:00:00,0
"890",2019-07-18 06:15:00,9
"891",2019-07-18 06:30:00,0
"892",2019-07-18 06:45:00,0
"893",2019-07-18 07:00:00,0
"894",2019-07-18 07:15:00,0
"895",2019-07-18 07:30:00,40
"896",2019-07-18 07:45:00,16
"897",2019-07-18 08:00:00,18
"898",2019-07-18 08:15:00,12
"899",2019-07-18 08:30:00,0
"900",2019-07-18 08:45:00,0
"901",2019-07-18 09:00:00,8
"902",2019-07-18 09:15:00,300
"903",2019-07-18 09:30:00,246
"904",2019-07-18 09:45:00,263
"905",2019-07-18 10:00:00,821
"906",2019-07-18 10:15:00,62
"907",2019-07-18 10:30:00,0
"908",2019-07-18 10:45:00,833
"909",2019-07-18 11:00:00,1190
"910",2019-07-18 11:15:00,628
"911",2019-07-18 11:30:00,605
"912",2019-07-18 11:45:00,399
"913",2019-07-18 12:00:00,410
"914",2019-07-18 12:15:00,760
"915",2019-07-18 12:30:00,192
"916",2019-07-18 12:45:00,20
"917",2019-07-18 13:00:00,604
"918",2019-07-18 13:15:00,260
"919",2019-07-18 13:30:00,156
"920",2019-07-18 13:45:00,316
"921",2019-07-18 14:00:00,246
"922",2019-07-18 14:15:00,605
"923",2019-07-18 14:30:00,37
"924",2019-07-18 14:45:00,141
"925",2019-07-18 15:00:00,972
"926",2019-07-18 15:15:00,1048
"927",2019-07-18 15:30:00,22
"928",2019-07-18 15:45:00,913
"929",2019-07-18 16:00:00,1360
"930",2019-07-18 16:15:00,716
"931",2019-07-18 16:30:00,80
"932",2019-07-18 16:45:00,281
"933",2019-07-18 17:00:00,448
"934",2019-07-18 17:15:00,321
"935",2019-07-18 17:30:00,222
"936",2019-07-18 17:45:00,11
"937",2019-07-18 18:00:00,167
"938",2019-07-18 18:15:00,31
"939",2019-07-18 18:30:00,0
"940",2019-07-18 18:45:00,587
"941",2019-07-18 19:00:00,340
"942",2019-07-18 19:15:00,366
"943",2019-07-18 19:30:00,0
"944",2019-07-18 19:45:00,19
"945",2019-07-18 20:00:00,0
"946",2019-07-18 20:15:00,0
"947",2019-07-18 20:30:00,82
"948",2019-07-18 20:45:00,0
"949",2019-07-18 21:00:00,51
"950",2019-07-18 21:15:00,8
"951",2019-07-18 21:30:00,171
"952",2019-07-18 21:45:00,16
"953",2019-07-18 22:00:00,0
"954",2019-07-18 22:15:00,0
"955",2019-07-18 22:30:00,0
"956",2019-07-18 22:45:00,12
"957",2019-07-18 23:00:00,0
"958",2019-07-18 23:15:00,0
"959",2019-07-18 23:30:00,13
"960",2019-07-18 23:45:00,42
"961",2019-07-19 00:00:00,0
"962",2019-07-19 00:15:00,0
"963",2019-07-19 00:30:00,0
"964",2019-07-19 00:45:00,6
"965",2019-07-19 01:00:00,0
"966",2019-07-19 01:15:00,36
"967",2019-07-19 01:30:00,10
"968",2019-07-19 01:45:00,10
"969",2019-07-19 02:00:00,52
"970",2019-07-19 02:15:00,0
"971",2019-07-19 02:30:00,0
"972",2019-07-19 02:45:00,0
"973",2019-07-19 03:00:00,0
"974",2019-07-19 03:15:00,0
"975",2019-07-19 03:30:00,0
"976",2019-07-19 03:45:00,0
"977",2019-07-19 04:00:00,0
"978",2019-07-19 04:15:00,0
"979",2019-07-19 04:30:00,16
"980",2019-07-19 04:45:00,0
"981",2019-07-19 05:00:00,11
"982",2019-07-19 05:15:00,0
"983",2019-07-19 05:30:00,0
"984",2019-07-19 05:45:00,0
"985",2019-07-19 06:00:00,0
"986",2019-07-19 06:15:00,0
"987",2019-07-19 06:30:00,7
"988",2019-07-19 06:45:00,0
"989",2019-07-19 07:00:00,0
"990",2019-07-19 07:15:00,0
"991",2019-07-19 07:30:00,0
"992",2019-07-19 07:45:00,0
"993",2019-07-19 08:00:00,0
"994",2019-07-19 08:15:00,0
"995",2019-07-19 08:30:00,0
"996",2019-07-19 08:45:00,0
"997",2019-07-19 09:00:00,0
"998",2019-07-19 09:15:00,58
"999",2019-07-19 09:30:00,12
"1000",2019-07-19 09:45:00,7
"1001",2019-07-19 10:00:00,7
"1002",2019-07-19 10:15:00,0
"1003",2019-07-19 10:30:00,6
"1004",2019-07-19 10:45:00,0
"1005",2019-07-19 11:00:00,23
"1006",2019-07-19 11:15:00,0
"1007",2019-07-19 11:30:00,0
"1008",2019-07-19 11:45:00,0
"1009",2019-07-19 12:00:00,7
"1010",2019-07-19 12:15:00,361
"1011",2019-07-19 12:30:00,185
"1012",2019-07-19 12:45:00,0
"1013",2019-07-19 13:00:00,34
"1014",2019-07-19 13:15:00,337
"1015",2019-07-19 13:30:00,182
"1016",2019-07-19 13:45:00,0
"1017",2019-07-19 14:00:00,4
"1018",2019-07-19 14:15:00,5
"1019",2019-07-19 14:30:00,0
"1020",2019-07-19 14:45:00,0
"1021",2019-07-19 15:00:00,0
"1022",2019-07-19 15:15:00,0
"1023",2019-07-19 15:30:00,0
"1024",2019-07-19 15:45:00,0
"1025",2019-07-19 16:00:00,212
"1026",2019-07-19 16:15:00,783
"1027",2019-07-19 16:30:00,861
"1028",2019-07-19 16:45:00,810
"1029",2019-07-19 17:00:00,39
"1030",2019-07-19 17:15:00,176
"1031",2019-07-19 17:30:00,92
"1032",2019-07-19 17:45:00,7
"1033",2019-07-19 18:00:00,0
"1034",2019-07-19 18:15:00,0
"1035",2019-07-19 18:30:00,0
"1036",2019-07-19 18:45:00,5
"1037",2019-07-19 19:00:00,193
"1038",2019-07-19 19:15:00,629
"1039",2019-07-19 19:30:00,354
"1040",2019-07-19 19:45:00,505
"1041",2019-07-19 20:00:00,0
"1042",2019-07-19 20:15:00,0
"1043",2019-07-19 20:30:00,6
"1044",2019-07-19 20:45:00,0
"1045",2019-07-19 21:00:00,0
"1046",2019-07-19 21:15:00,5
"1047",2019-07-19 21:30:00,9
"1048",2019-07-19 21:45:00,286
"1049",2019-07-19 22:00:00,27
"1050",2019-07-19 22:15:00,134
"1051",2019-07-19 22:30:00,163
"1052",2019-07-19 22:45:00,0
"1053",2019-07-19 23:00:00,0
"1054",2019-07-19 23:15:00,15
"1055",2019-07-19 23:30:00,0
"1056",2019-07-19 23:45:00,0
"1057",2019-07-20 00:00:00,0
"1058",2019-07-20 00:15:00,0
"1059",2019-07-20 00:30:00,0
"1060",2019-07-20 00:45:00,32
"1061",2019-07-20 01:00:00,66
"1062",2019-07-20 01:15:00,17
"1063",2019-07-20 01:30:00,0
"1064",2019-07-20 01:45:00,0
"1065",2019-07-20 02:00:00,7
"1066",2019-07-20 02:15:00,20
"1067",2019-07-20 02:30:00,11
"1068",2019-07-20 02:45:00,13
"1069",2019-07-20 03:00:00,0
"1070",2019-07-20 03:15:00,0
"1071",2019-07-20 03:30:00,0
"1072",2019-07-20 03:45:00,0
"1073",2019-07-20 04:00:00,0
"1074",2019-07-20 04:15:00,0
"1075",2019-07-20 04:30:00,0
"1076",2019-07-20 04:45:00,0
"1077",2019-07-20 05:00:00,0
"1078",2019-07-20 05:15:00,0
"1079",2019-07-20 05:30:00,0
"1080",2019-07-20 05:45:00,0
"1081",2019-07-20 06:00:00,0
"1082",2019-07-20 06:15:00,0
"1083",2019-07-20 06:30:00,0
"1084",2019-07-20 06:45:00,0
"1085",2019-07-20 07:00:00,0
"1086",2019-07-20 07:15:00,0
"1087",2019-07-20 07:30:00,10
"1088",2019-07-20 07:45:00,0
"1089",2019-07-20 08:00:00,0
"1090",2019-07-20 08:15:00,8
"1091",2019-07-20 08:30:00,0
"1092",2019-07-20 08:45:00,8
"1093",2019-07-20 09:00:00,0
"1094",2019-07-20 09:15:00,0
"1095",2019-07-20 09:30:00,0
"1096",2019-07-20 09:45:00,0
"1097",2019-07-20 10:00:00,7
"1098",2019-07-20 10:15:00,0
"1099",2019-07-20 10:30:00,60
"1100",2019-07-20 10:45:00,0
"1101",2019-07-20 11:00:00,144
"1102",2019-07-20 11:15:00,579
"1103",2019-07-20 11:30:00,103
"1104",2019-07-20 11:45:00,16
"1105",2019-07-20 12:00:00,169
"1106",2019-07-20 12:15:00,1196
"1107",2019-07-20 12:30:00,818
"1108",2019-07-20 12:45:00,124
"1109",2019-07-20 13:00:00,17
"1110",2019-07-20 13:15:00,896
"1111",2019-07-20 13:30:00,1171
"1112",2019-07-20 13:45:00,331
"1113",2019-07-20 14:00:00,8
"1114",2019-07-20 14:15:00,61
"1115",2019-07-20 14:30:00,0
"1116",2019-07-20 14:45:00,9
"1117",2019-07-20 15:00:00,10
"1118",2019-07-20 15:15:00,5
"1119",2019-07-20 15:30:00,36
"1120",2019-07-20 15:45:00,184
"1121",2019-07-20 16:00:00,4
"1122",2019-07-20 16:15:00,0
"1123",2019-07-20 16:30:00,154
"1124",2019-07-20 16:45:00,0
"1125",2019-07-20 17:00:00,0
"1126",2019-07-20 17:15:00,11
"1127",2019-07-20 17:30:00,0
"1128",2019-07-20 17:45:00,17
"1129",2019-07-20 18:00:00,0
"1130",2019-07-20 18:15:00,160
"1131",2019-07-20 18:30:00,173
"1132",2019-07-20 18:45:00,136
"1133",2019-07-20 19:00:00,15
"1134",2019-07-20 19:15:00,0
"1135",2019-07-20 19:30:00,127
"1136",2019-07-20 19:45:00,217
"1137",2019-07-20 20:00:00,409
"1138",2019-07-20 20:15:00,6
"1139",2019-07-20 20:30:00,0
"1140",2019-07-20 20:45:00,336
"1141",2019-07-20 21:00:00,590
"1142",2019-07-20 21:15:00,52
"1143",2019-07-20 21:30:00,0
"1144",2019-07-20 21:45:00,13
"1145",2019-07-20 22:00:00,0
"1146",2019-07-20 22:15:00,0
"1147",2019-07-20 22:30:00,0
"1148",2019-07-20 22:45:00,213
"1149",2019-07-20 23:00:00,215
"1150",2019-07-20 23:15:00,10
"1151",2019-07-20 23:30:00,9
"1152",2019-07-20 23:45:00,50
"1153",2019-07-21 00:00:00,11
"1154",2019-07-21 00:15:00,0
"1155",2019-07-21 00:30:00,0
"1156",2019-07-21 00:45:00,0
"1157",2019-07-21 01:00:00,0
"1158",2019-07-21 01:15:00,0
"1159",2019-07-21 01:30:00,0
"1160",2019-07-21 01:45:00,0
"1161",2019-07-21 02:00:00,0
"1162",2019-07-21 02:15:00,0
"1163",2019-07-21 02:30:00,0
"1164",2019-07-21 02:45:00,0
"1165",2019-07-21 03:00:00,0
"1166",2019-07-21 03:15:00,0
"1167",2019-07-21 03:30:00,0
"1168",2019-07-21 03:45:00,0
"1169",2019-07-21 04:00:00,0
"1170",2019-07-21 04:15:00,0
"1171",2019-07-21 04:30:00,0
"1172",2019-07-21 04:45:00,0
"1173",2019-07-21 05:00:00,0
"1174",2019-07-21 05:15:00,10
"1175",2019-07-21 05:30:00,31
"1176",2019-07-21 05:45:00,0
"1177",2019-07-21 06:00:00,0
"1178",2019-07-21 06:15:00,0
"1179",2019-07-21 06:30:00,0
"1180",2019-07-21 06:45:00,0
"1181",2019-07-21 07:00:00,35
"1182",2019-07-21 07:15:00,464
"1183",2019-07-21 07:30:00,211
"1184",2019-07-21 07:45:00,18
"1185",2019-07-21 08:00:00,180
"1186",2019-07-21 08:15:00,377
"1187",2019-07-21 08:30:00,1173
"1188",2019-07-21 08:45:00,8
"1189",2019-07-21 09:00:00,6
"1190",2019-07-21 09:15:00,0
"1191",2019-07-21 09:30:00,0
"1192",2019-07-21 09:45:00,0
"1193",2019-07-21 10:00:00,0
"1194",2019-07-21 10:15:00,0
"1195",2019-07-21 10:30:00,0
"1196",2019-07-21 10:45:00,411
"1197",2019-07-21 11:00:00,0
"1198",2019-07-21 11:15:00,17
"1199",2019-07-21 11:30:00,21
"1200",2019-07-21 11:45:00,0
"1201",2019-07-21 12:00:00,71
"1202",2019-07-21 12:15:00,0
"1203",2019-07-21 12:30:00,0
"1204",2019-07-21 12:45:00,4
"1205",2019-07-21 13:00:00,5
"1206",2019-07-21 13:15:00,25
"1207",2019-07-21 13:30:00,43
"1208",2019-07-21 13:45:00,218
"1209",2019-07-21 14:00:00,56
"1210",2019-07-21 14:15:00,182
"1211",2019-07-21 14:30:00,230
"1212",2019-07-21 14:45:00,8
"1213",2019-07-21 15:00:00,41
"1214",2019-07-21 15:15:00,11
"1215",2019-07-21 15:30:00,222
"1216",2019-07-21 15:45:00,152
"1217",2019-07-21 16:00:00,118
"1218",2019-07-21 16:15:00,858
"1219",2019-07-21 16:30:00,764
"1220",2019-07-21 16:45:00,396
"1221",2019-07-21 17:00:00,740
"1222",2019-07-21 17:15:00,751
"1223",2019-07-21 17:30:00,829
"1224",2019-07-21 17:45:00,435
"1225",2019-07-21 18:00:00,372
"1226",2019-07-21 18:15:00,558
"1227",2019-07-21 18:30:00,684
"1228",2019-07-21 18:45:00,1198
"1229",2019-07-21 19:00:00,688
"1230",2019-07-21 19:15:00,26
"1231",2019-07-21 19:30:00,32
"1232",2019-07-21 19:45:00,894
"1233",2019-07-21 20:00:00,1467
"1234",2019-07-21 20:15:00,916
"1235",2019-07-21 20:30:00,700
"1236",2019-07-21 20:45:00,0
"1237",2019-07-21 21:00:00,0
"1238",2019-07-21 21:15:00,0
"1239",2019-07-21 21:30:00,0
"1240",2019-07-21 21:45:00,0
"1241",2019-07-21 22:00:00,132
"1242",2019-07-21 22:15:00,131
"1243",2019-07-21 22:30:00,0
"1244",2019-07-21 22:45:00,0
"1245",2019-07-21 23:00:00,123
"1246",2019-07-21 23:15:00,12
"1247",2019-07-21 23:30:00,6
"1248",2019-07-21 23:45:00,14
"1249",2019-07-22 00:00:00,0
"1250",2019-07-22 00:15:00,0
"1251",2019-07-22 00:30:00,115
"1252",2019-07-22 00:45:00,0
"1253",2019-07-22 01:00:00,0
"1254",2019-07-22 01:15:00,0
"1255",2019-07-22 01:30:00,0
"1256",2019-07-22 01:45:00,0
"1257",2019-07-22 02:00:00,0
"1258",2019-07-22 02:15:00,12
"1259",2019-07-22 02:30:00,0
"1260",2019-07-22 02:45:00,0
"1261",2019-07-22 03:00:00,0
"1262",2019-07-22 03:15:00,0
"1263",2019-07-22 03:30:00,0
"1264",2019-07-22 03:45:00,0
"1265",2019-07-22 04:00:00,0
"1266",2019-07-22 04:15:00,0
"1267",2019-07-22 04:30:00,0
"1268",2019-07-22 04:45:00,0
"1269",2019-07-22 05:00:00,0
"1270",2019-07-22 05:15:00,0
"1271",2019-07-22 05:30:00,0
"1272",2019-07-22 05:45:00,0
"1273",2019-07-22 06:00:00,8
"1274",2019-07-22 06:15:00,0
"1275",2019-07-22 06:30:00,0
"1276",2019-07-22 06:45:00,0
"1277",2019-07-22 07:00:00,0
"1278",2019-07-22 07:15:00,0
"1279",2019-07-22 07:30:00,0
"1280",2019-07-22 07:45:00,0
"1281",2019-07-22 08:00:00,0
"1282",2019-07-22 08:15:00,8
"1283",2019-07-22 08:30:00,10
"1284",2019-07-22 08:45:00,0
"1285",2019-07-22 09:00:00,0
"1286",2019-07-22 09:15:00,8
"1287",2019-07-22 09:30:00,0
"1288",2019-07-22 09:45:00,0
"1289",2019-07-22 10:00:00,0
"1290",2019-07-22 10:15:00,0
"1291",2019-07-22 10:30:00,0
"1292",2019-07-22 10:45:00,25
"1293",2019-07-22 11:00:00,8
"1294",2019-07-22 11:15:00,0
"1295",2019-07-22 11:30:00,0
"1296",2019-07-22 11:45:00,54
"1297",2019-07-22 12:00:00,0
"1298",2019-07-22 12:15:00,0
"1299",2019-07-22 12:30:00,0
"1300",2019-07-22 12:45:00,0
"1301",2019-07-22 13:00:00,531
"1302",2019-07-22 13:15:00,1344
"1303",2019-07-22 13:30:00,626
"1304",2019-07-22 13:45:00,0
"1305",2019-07-22 14:00:00,0
"1306",2019-07-22 14:15:00,913
"1307",2019-07-22 14:30:00,399
"1308",2019-07-22 14:45:00,225
"1309",2019-07-22 15:00:00,370
"1310",2019-07-22 15:15:00,1136
"1311",2019-07-22 15:30:00,141
"1312",2019-07-22 15:45:00,198
"1313",2019-07-22 16:00:00,236
"1314",2019-07-22 16:15:00,558
"1315",2019-07-22 16:30:00,1205
"1316",2019-07-22 16:45:00,48
"1317",2019-07-22 17:00:00,88
"1318",2019-07-22 17:15:00,312
"1319",2019-07-22 17:30:00,804
"1320",2019-07-22 17:45:00,580
"1321",2019-07-22 18:00:00,398
"1322",2019-07-22 18:15:00,0
"1323",2019-07-22 18:30:00,232
"1324",2019-07-22 18:45:00,1004
"1325",2019-07-22 19:00:00,27
"1326",2019-07-22 19:15:00,0
"1327",2019-07-22 19:30:00,0
"1328",2019-07-22 19:45:00,0
"1329",2019-07-22 20:00:00,0
"1330",2019-07-22 20:15:00,0
"1331",2019-07-22 20:30:00,0
"1332",2019-07-22 20:45:00,0
"1333",2019-07-22 21:00:00,0
"1334",2019-07-22 21:15:00,0
"1335",2019-07-22 21:30:00,0
"1336",2019-07-22 21:45:00,55
"1337",2019-07-22 22:00:00,48
"1338",2019-07-22 22:15:00,18
"1339",2019-07-22 22:30:00,18
"1340",2019-07-22 22:45:00,0
"1341",2019-07-22 23:00:00,569
"1342",2019-07-22 23:15:00,411
"1343",2019-07-22 23:30:00,8
"1344",2019-07-22 23:45:00,10
"1345",2019-07-23 00:00:00,4
"1346",2019-07-23 00:15:00,0
"1347",2019-07-23 00:30:00,7
"1348",2019-07-23 00:45:00,0
"1349",2019-07-23 01:00:00,82
"1350",2019-07-23 01:15:00,43
"1351",2019-07-23 01:30:00,0
"1352",2019-07-23 01:45:00,88
"1353",2019-07-23 02:00:00,0
"1354",2019-07-23 02:15:00,14
"1355",2019-07-23 02:30:00,0
"1356",2019-07-23 02:45:00,0
"1357",2019-07-23 03:00:00,0
"1358",2019-07-23 03:15:00,0
"1359",2019-07-23 03:30:00,6
"1360",2019-07-23 03:45:00,0
"1361",2019-07-23 04:00:00,0
"1362",2019-07-23 04:15:00,0
"1363",2019-07-23 04:30:00,0
"1364",2019-07-23 04:45:00,0
"1365",2019-07-23 05:00:00,10
"1366",2019-07-23 05:15:00,12
"1367",2019-07-23 05:30:00,0
"1368",2019-07-23 05:45:00,0
"1369",2019-07-23 06:00:00,0
"1370",2019-07-23 06:15:00,4
"1371",2019-07-23 06:30:00,9
"1372",2019-07-23 06:45:00,0
"1373",2019-07-23 07:00:00,0
"1374",2019-07-23 07:15:00,0
"1375",2019-07-23 07:30:00,0
"1376",2019-07-23 07:45:00,0
"1377",2019-07-23 08:00:00,0
"1378",2019-07-23 08:15:00,0
"1379",2019-07-23 08:30:00,0
"1380",2019-07-23 08:45:00,6
"1381",2019-07-23 09:00:00,7
"1382",2019-07-23 09:15:00,8
"1383",2019-07-23 09:30:00,0
"1384",2019-07-23 09:45:00,0
"1385",2019-07-23 10:00:00,0
"1386",2019-07-23 10:15:00,0
"1387",2019-07-23 10:30:00,4
"1388",2019-07-23 10:45:00,0
"1389",2019-07-23 11:00:00,0
"1390",2019-07-23 11:15:00,0
"1391",2019-07-23 11:30:00,0
"1392",2019-07-23 11:45:00,91
"1393",2019-07-23 12:00:00,69
"1394",2019-07-23 12:15:00,103
"1395",2019-07-23 12:30:00,309
"1396",2019-07-23 12:45:00,139
"1397",2019-07-23 13:00:00,611
"1398",2019-07-23 13:15:00,11
"1399",2019-07-23 13:30:00,7
"1400",2019-07-23 13:45:00,746
"1401",2019-07-23 14:00:00,991
"1402",2019-07-23 14:15:00,1128
"1403",2019-07-23 14:30:00,59
"1404",2019-07-23 14:45:00,49
"1405",2019-07-23 15:00:00,80
"1406",2019-07-23 15:15:00,0
"1407",2019-07-23 15:30:00,4
"1408",2019-07-23 15:45:00,12
"1409",2019-07-23 16:00:00,0
"1410",2019-07-23 16:15:00,0
"1411",2019-07-23 16:30:00,0
"1412",2019-07-23 16:45:00,5
"1413",2019-07-23 17:00:00,77
"1414",2019-07-23 17:15:00,0
"1415",2019-07-23 17:30:00,112
"1416",2019-07-23 17:45:00,659
"1417",2019-07-23 18:00:00,76
"1418",2019-07-23 18:15:00,12
"1419",2019-07-23 18:30:00,0
"1420",2019-07-23 18:45:00,150
"1421",2019-07-23 19:00:00,28
"1422",2019-07-23 19:15:00,16
"1423",2019-07-23 19:30:00,53
"1424",2019-07-23 19:45:00,16
"1425",2019-07-23 20:00:00,612
"1426",2019-07-23 20:15:00,134
"1427",2019-07-23 20:30:00,28
"1428",2019-07-23 20:45:00,396
"1429",2019-07-23 21:00:00,5
"1430",2019-07-23 21:15:00,7
"1431",2019-07-23 21:30:00,444
"1432",2019-07-23 21:45:00,267
"1433",2019-07-23 22:00:00,21
"1434",2019-07-23 22:15:00,33
"1435",2019-07-23 22:30:00,486
"1436",2019-07-23 22:45:00,139
"1437",2019-07-23 23:00:00,81
"1438",2019-07-23 23:15:00,14
"1439",2019-07-23 23:30:00,14
"1440",2019-07-23 23:45:00,9
"1441",2019-07-24 00:00:00,5
"1442",2019-07-24 00:15:00,97
"1443",2019-07-24 00:30:00,13
"1444",2019-07-24 00:45:00,68
"1445",2019-07-24 01:00:00,26
"1446",2019-07-24 01:15:00,0
"1447",2019-07-24 01:30:00,0
"1448",2019-07-24 01:45:00,6
"1449",2019-07-24 02:00:00,0
"1450",2019-07-24 02:15:00,0
"1451",2019-07-24 02:30:00,0
"1452",2019-07-24 02:45:00,0
"1453",2019-07-24 03:00:00,0
"1454",2019-07-24 03:15:00,0
"1455",2019-07-24 03:30:00,0
"1456",2019-07-24 03:45:00,0
"1457",2019-07-24 04:00:00,0
"1458",2019-07-24 04:15:00,8
"1459",2019-07-24 04:30:00,0
"1460",2019-07-24 04:45:00,0
"1461",2019-07-24 05:00:00,6
"1462",2019-07-24 05:15:00,0
"1463",2019-07-24 05:30:00,0
"1464",2019-07-24 05:45:00,0
"1465",2019-07-24 06:00:00,0
"1466",2019-07-24 06:15:00,0
"1467",2019-07-24 06:30:00,0
"1468",2019-07-24 06:45:00,0
"1469",2019-07-24 07:00:00,0
"1470",2019-07-24 07:15:00,0
"1471",2019-07-24 07:30:00,0
"1472",2019-07-24 07:45:00,0
"1473",2019-07-24 08:00:00,0
"1474",2019-07-24 08:15:00,0
"1475",2019-07-24 08:30:00,10
"1476",2019-07-24 08:45:00,8
"1477",2019-07-24 09:00:00,0
"1478",2019-07-24 09:15:00,0
"1479",2019-07-24 09:30:00,78
"1480",2019-07-24 09:45:00,151
"1481",2019-07-24 10:00:00,117
"1482",2019-07-24 10:15:00,111
"1483",2019-07-24 10:30:00,67
"1484",2019-07-24 10:45:00,127
"1485",2019-07-24 11:00:00,473
"1486",2019-07-24 11:15:00,0
"1487",2019-07-24 11:30:00,318
"1488",2019-07-24 11:45:00,38
"1489",2019-07-24 12:00:00,10
"1490",2019-07-24 12:15:00,11
"1491",2019-07-24 12:30:00,4
"1492",2019-07-24 12:45:00,573
"1493",2019-07-24 13:00:00,155
"1494",2019-07-24 13:15:00,260
"1495",2019-07-24 13:30:00,12
"1496",2019-07-24 13:45:00,0
"1497",2019-07-24 14:00:00,0
"1498",2019-07-24 14:15:00,0
"1499",2019-07-24 14:30:00,180
"1500",2019-07-24 14:45:00,0
"1501",2019-07-24 15:00:00,0
"1502",2019-07-24 15:15:00,29
"1503",2019-07-24 15:30:00,208
"1504",2019-07-24 15:45:00,18
"1505",2019-07-24 16:00:00,6
"1506",2019-07-24 16:15:00,4
"1507",2019-07-24 16:30:00,0
"1508",2019-07-24 16:45:00,5
"1509",2019-07-24 17:00:00,161
"1510",2019-07-24 17:15:00,89
"1511",2019-07-24 17:30:00,125
"1512",2019-07-24 17:45:00,0
"1513",2019-07-24 18:00:00,121
"1514",2019-07-24 18:15:00,0
"1515",2019-07-24 18:30:00,0
"1516",2019-07-24 18:45:00,82
"1517",2019-07-24 19:00:00,353
"1518",2019-07-24 19:15:00,942
"1519",2019-07-24 19:30:00,87
"1520",2019-07-24 19:45:00,8
